Internal File, Delivered File, Delivered Date, Contractor,  APPNO 
20190714_16283704,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16283704
20190714_16313794,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16313794
20190714_16352274,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16352274
20190714_16403568,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16403568
20190714_16404096,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16404096
20190710_16423906,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16423906
20190710_16423949,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16423949
20190710_16424244,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16424244
20190710_16424560,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16424560
20190710_16424812,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16424812
20190710_16425261,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16425261
20190710_16427809,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16427809
20190710_16449242,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16449242
20190710_16450786,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16450786
20190710_16451204,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16451204
20190710_16452776,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16452776
20190710_16453141,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453141
20190710_16453176,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453176
20190710_16453229,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453229
20190710_16453288,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453288
20190710_16453297,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453297
20190710_16453360,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453360
20190710_16453410,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453410
20190710_16453543,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453543
20190711_16364440,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16364440
20190711_16364766,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16364766
20190711_16365620,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16365620
20190711_16426835,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16426835
20190711_16427428,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16427428
20190711_16434796,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16434796
20190711_16448831,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448831
20190711_16454006,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454006
20190711_16454142,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454142
20190711_16454291,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454291
20190711_16454655,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454655
20190711_16454822,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454822
20190711_16454997,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454997
20190711_16454999,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16454999
20190714_16470504,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16470504
20190715_16455996,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16455996
20190715_16456701,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16456701
20190716_16436514,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16436514
20190721_16442639,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16442639
20190710_16453659,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453659
20190710_16453726,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453726
20190710_16453785,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16453785
20190716_16458407,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16458407
20190714_16411857,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16411857
20190714_16432717,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16432717
20190714_16440972,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16440972
20190701_16448162,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448162
20190701_16448231,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448231
20190701_16448296,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448296
20190701_16448366,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448366
20190701_16448404,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448404
20190701_16448444,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448444
20190701_16448473,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448473
20190701_16448506,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448506
20190701_16448813,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448813
20190701_16448852,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448852
20190701_16448859,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448859
20190701_16448874,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448874
20190701_16448901,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448901
20190701_16448914,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448914
20190701_16448970,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16448970
20190701_16449047,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16449047
20190701_16449097,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16449097
20190630_15304182,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,15304182
20190630_15551523,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,15551523
20190630_16062666,20190726_CPAGlobal.tar,07/26/2019,CPAGlobal,16062666
